"SpeciesGroup","SpeciesName","OperationYear","AreaName","SpeciesCode","CompanyCount_taxID","TotalNetWeight","TotalWholesaleValue","WholesalePricePerlb"
"cod"," Pacific (gray)",1985,"Prince William Sound",110,3,"364"," 656 "," 1.80 "
"crab"," Dungeness",1985,"Prince William Sound",910,4,"408296"," 1022279 "," 2.50 "
"halibut"," Pacific",1985,"Prince William Sound",200,17,"1118564"," 1599366 "," 1.43 "
"herring"," bait",1985,"Prince William Sound",233,3,"1458519"," 560020 "," 0.38 "
"herring"," roe on kelp",1985,"Prince William Sound",231,5,"102638"," 266921 "," 2.60 "
"herring"," roe only",1985,"Prince William Sound",232,3,"935106"," 1275551 "," 1.36 "
"herring"," with sac roe",1985,"Prince William Sound",234,8,"7428812"," 6443874 "," 0.87 "
"rockfish"," red",1985,"Prince William Sound",140,6,"12993"," 13800 "," 1.06 "
"sablefish (blackcod)","",1985,"Prince William Sound",710,8,"685233"," 1076363 "," 1.57 "
"salmon"," chinook",1985,"Prince William Sound",410,17,"845200"," 2220634 "," 2.63 "
"salmon"," chum",1985,"Prince William Sound",450,19,"4688491"," 5638022 "," 1.20 "
"salmon"," coho",1985,"Prince William Sound",430,19,"7427185"," 12940692 "," 1.74 "
"salmon"," pink",1985,"Prince William Sound",440,18,"32864246"," 31962147 "," 0.97 "
"salmon"," roe (unknown species)",1985,"Prince William Sound",400,12,"2493097"," 7049232 "," 2.83 "
"salmon"," sockeye",1985,"Prince William Sound",420,21,"5037260"," 13331426 "," 2.65 "
"shrimp"," general",1985,"Prince William Sound",960,23,"69202"," 365330 "," 5.28 "
"abalone"," northern (pinto)",1985,"Sitka/Pelican",860,3,"4391"," 14704 "," 3.35 "
"crab"," Dungeness",1985,"Sitka/Pelican",910,5,"690126"," 1453556 "," 2.11 "
"crab"," Tanner (general)",1985,"Sitka/Pelican",930,3,"509220"," 2065430 "," 4.06 "
"halibut"," Pacific",1985,"Sitka/Pelican",200,8,"4255256"," 6193565 "," 1.46 "
"herring"," with sac roe",1985,"Sitka/Pelican",234,10,"9477390"," 9104945 "," 0.96 "
"lingcod","",1985,"Sitka/Pelican",130,8,"84519"," 46799 "," 0.55 "
"rockfish"," red",1985,"Sitka/Pelican",140,8,"622234"," 492253 "," 0.79 "
"sablefish (blackcod)","",1985,"Sitka/Pelican",710,4,"3336036"," 5298924 "," 1.59 "
"salmon"," chinook",1985,"Sitka/Pelican",410,24,"1784540"," 5029725 "," 2.82 "
"salmon"," chum",1985,"Sitka/Pelican",450,19,"2249824"," 2266645 "," 1.01 "
"salmon"," coho",1985,"Sitka/Pelican",430,22,"6195191"," 14054294 "," 2.27 "
"salmon"," pink",1985,"Sitka/Pelican",440,20,"4423761"," 4185169 "," 0.95 "
"salmon"," roe (unknown species)",1985,"Sitka/Pelican",400,7,"249278"," 623638 "," 2.50 "
"salmon"," sockeye",1985,"Sitka/Pelican",420,18,"305813"," 741555 "," 2.42 "
"shrimp"," general",1985,"Sitka/Pelican",960,5,"12475"," 44467 "," 3.56 "
"salmon"," chinook",1985,"Yukon",410,9,"1763261"," 6083887 "," 3.45 "
"salmon"," chum",1985,"Yukon",450,9,"2902787"," 2810434 "," 0.97 "
"salmon"," coho",1985,"Yukon",430,5,"216033"," 302913 "," 1.40 "
"salmon"," roe (unknown species)",1985,"Yukon",400,9,"456516"," 1374875 "," 3.01 "
"crab"," Tanner, bairdi",1986,"Alaska Peninsula",931,3,"1366585"," 5594905 "," 4.09 "
"herring"," with sac roe",1986,"Alaska Peninsula",234,3,"1598236"," 1258963 "," 0.79 "
"sablefish (blackcod)","",1986,"Alaska Peninsula",710,4,"1602810"," 2509448 "," 1.57 "
"salmon"," chinook",1986,"Alaska Peninsula",410,6,"190488"," 382865 "," 2.01 "
"salmon"," chum",1986,"Alaska Peninsula",450,7,"8952785"," 10098337 "," 1.13 "
"salmon"," coho",1986,"Alaska Peninsula",430,4,"1659358"," 3503505 "," 2.11 "
"salmon"," pink",1986,"Alaska Peninsula",440,7,"8494367"," 8703966 "," 1.02 "
"salmon"," roe (unknown species)",1986,"Alaska Peninsula",400,4,"1129845"," 3844348 "," 3.40 "
"salmon"," sockeye",1986,"Alaska Peninsula",420,7,"12710309"," 36741680 "," 2.89 "
"crab"," Tanner, snow (opilio)",1986,"Bering Sea",932,4,"16965477"," 29589565 "," 1.74 "
"crab"," blue king",1986,"Bering Sea",922,4,"325129"," 2474520 "," 7.61 "
"crab"," king (general)",1986,"Bering Sea",920,3,"1202114"," 8173913 "," 6.80 "
"crab"," red king",1986,"Bristol Bay",921,3,"1177389"," 9043251 "," 7.68 "
"herring"," roe on kelp",1986,"Bristol Bay",231,3,"367083"," 457447 "," 1.25 "
"herring"," with sac roe",1986,"Bristol Bay",234,19,"35789631"," 28102885 "," 0.79 "
"salmon"," chinook",1986,"Bristol Bay",410,31,"1187525"," 2328818 "," 1.96 "
"salmon"," chum",1986,"Bristol Bay",450,32,"6074558"," 6172620 "," 1.02 "
"salmon"," coho",1986,"Bristol Bay",430,16,"2883013"," 6394783 "," 2.22 "
"salmon"," pink",1986,"Bristol Bay",440,17,"7786551"," 6926862 "," 0.89 "
"salmon"," roe (unknown species)",1986,"Bristol Bay",400,23,"2916701"," 9523766 "," 3.27 "
"salmon"," sockeye",1986,"Bristol Bay",420,34,"66940421"," 174871616 "," 2.61 "
"salmon"," chinook",1986,"Chignik",410,3,"29612"," 66277 "," 2.24 "
"salmon"," chum",1986,"Chignik",450,4,"890681"," 859578 "," 0.97 "
"salmon"," pink",1986,"Chignik",440,3,"1315567"," 648563 "," 0.49 "
"salmon"," roe (unknown species)",1986,"Chignik",400,4,"273327"," 1188304 "," 4.35 "
"salmon"," sockeye",1986,"Chignik",420,4,"5299225"," 15551170 "," 2.93 "
"cod"," Pacific (gray)",1986,"Cook Inlet",110,4,"146596"," 59706 "," 0.41 "
"crab"," Dungeness",1986,"Cook Inlet",910,4,"399440"," 884388 "," 2.21 "
"crab"," Tanner (general)",1986,"Cook Inlet",930,3,"653182"," 2407531 "," 3.69 "
"halibut"," Pacific",1986,"Cook Inlet",200,14,"14253268"," 28646384 "," 2.01 "
"herring"," with sac roe",1986,"Cook Inlet",234,8,"10484593"," 10204691 "," 0.97 "
"rockfish"," red",1986,"Cook Inlet",140,6,"277047"," 453857 "," 1.64 "
"sablefish (blackcod)","",1986,"Cook Inlet",710,6,"4641254"," 7379577 "," 1.59 "
"salmon"," chinook",1986,"Cook Inlet",410,18,"1133080"," 2915524 "," 2.57 "
"salmon"," chum",1986,"Cook Inlet",450,18,"10331749"," 12045884 "," 1.17 "
"salmon"," coho",1986,"Cook Inlet",430,18,"3686437"," 7041495 "," 1.91 "
"salmon"," pink",1986,"Cook Inlet",440,15,"10423484"," 11865855 "," 1.14 "
"salmon"," roe (unknown species)",1986,"Cook Inlet",400,9,"1674676"," 4667214 "," 2.79 "
"salmon"," sockeye",1986,"Cook Inlet",420,21,"20641659"," 54339869 "," 2.63 "
"shrimp"," general",1986,"Cook Inlet",960,6,"221798"," 892195 "," 4.02 "
"cod"," Pacific (gray)",1986,"Dutch Harbor",110,4,"4295942"," 1914329 "," 0.45 "
"crab"," Tanner (general)",1986,"Dutch Harbor",930,5,"13833818"," 22548366 "," 1.63 "
"crab"," Tanner, snow (opilio)",1986,"Dutch Harbor",932,4,"14994174"," 22640876 "," 1.51 "
"crab"," golden (brown) king",1986,"Dutch Harbor",923,3,"725720"," 4928008 "," 6.79 "
"crab"," king (general)",1986,"Dutch Harbor",920,7,"5568490"," 32211643 "," 5.78 "
"crab"," red king",1986,"Dutch Harbor",921,4,"892990"," 6670418 "," 7.47 "
"rockfish"," red",1986,"Dutch Harbor",140,3,"8592"," 7069 "," 0.82 "
"sablefish (blackcod)","",1986,"Dutch Harbor",710,6,"2361631"," 3562744 "," 1.51 "
"salmon"," chum",1986,"Dutch Harbor",450,3,"509698"," 560741 "," 1.10 "
"cod"," Pacific (gray)",1986,"EEZ",110,16,"13365840"," 22568447 "," 1.69 "
"crab"," Tanner (general)",1986,"EEZ",930,5,"7448595"," 8134721 "," 1.09 "
"crab"," king (general)",1986,"EEZ",920,7,"1917680"," 7970211 "," 4.16 "
"flounder"," general",1986,"EEZ",120,4,"1263887"," 2063066 "," 1.63 "
"lingcod","",1986,"EEZ",130,3,"486528"," 220486 "," 0.45 "
"perch"," Pacific ocean",1986,"EEZ",141,7,"5041617"," 3782161 "," 0.75 "
"pollock"," walleye",1986,"EEZ",270,11,"19464098"," 18208410 "," 0.94 "
"rockfish"," other",1986,"EEZ",139,3,"174181"," 128287 "," 0.74 "
"rockfish"," red",1986,"EEZ",140,11,"2120577"," 3360365 "," 1.58 "
"rockfish"," thornyhead (idiots)",1986,"EEZ",143,9,"831152"," 2158371 "," 2.60 "
"sablefish (blackcod)","",1986,"EEZ",710,17,"10727127"," 15309418 "," 1.43 "
"salmon"," chinook",1986,"EEZ",410,6,"48636"," 120205 "," 2.47 "
"salmon"," chum",1986,"EEZ",450,3,"1158"," 1237 "," 1.07 "
"salmon"," coho",1986,"EEZ",430,6,"90725"," 184945 "," 2.04 "
"salmon"," pink",1986,"EEZ",440,5,"1786"," 1255 "," 0.70 "
"salmon"," sockeye",1986,"EEZ",420,3,"77"," 210 "," 2.73 "
"sole"," rock",1986,"EEZ",123,4,"5514966"," 9209994 "," 1.67 "
"turbot"," Greenland",1986,"EEZ",134,9,"6197008"," 5773544 "," 0.93 "
"cod"," Pacific (gray)",1986,"Juneau/Yakutat",110,4,"20499"," 15070 "," 0.74 "
"crab"," Dungeness",1986,"Juneau/Yakutat",910,10,"740008"," 1450799 "," 1.96 "
"crab"," Tanner (general)",1986,"Juneau/Yakutat",930,4,"190377"," 886053 "," 4.65 "
"crab"," king (general)",1986,"Juneau/Yakutat",920,4,"41806"," 326266 "," 7.80 "
"halibut"," Pacific",1986,"Juneau/Yakutat",200,20,"2993240"," 4994974 "," 1.67 "
"lingcod","",1986,"Juneau/Yakutat",130,6,"24891"," 17691 "," 0.71 "
"rockfish"," red",1986,"Juneau/Yakutat",140,7,"52634"," 60481 "," 1.15 "
"sablefish (blackcod)","",1986,"Juneau/Yakutat",710,7,"2170335"," 3501043 "," 1.61 "
"salmon"," chinook",1986,"Juneau/Yakutat",410,18,"765930"," 2445491 "," 3.19 "
"salmon"," chum",1986,"Juneau/Yakutat",450,18,"5458036"," 5530179 "," 1.01 "
"salmon"," coho",1986,"Juneau/Yakutat",430,21,"3930427"," 8125438 "," 2.07 "
"salmon"," pink",1986,"Juneau/Yakutat",440,11,"5731263"," 7679996 "," 1.34 "
"salmon"," roe (unknown species)",1986,"Juneau/Yakutat",400,8,"486105"," 1526504 "," 3.14 "
"salmon"," sockeye",1986,"Juneau/Yakutat",420,22,"2433071"," 6086886 "," 2.50 "
"shrimp"," general",1986,"Juneau/Yakutat",960,3,"967"," 7242 "," 7.49 "
"abalone"," northern (pinto)",1986,"Ketchikan/Craig",860,3,"36897"," 234453 "," 6.35 "
"cod"," Pacific (gray)",1986,"Ketchikan/Craig",110,3,"47243"," 62462 "," 1.32 "
"crab"," Dungeness",1986,"Ketchikan/Craig",910,4,"38851"," 56505 "," 1.45 "
"halibut"," Pacific",1986,"Ketchikan/Craig",200,7,"1035365"," 2018320 "," 1.95 "
"herring"," with sac roe",1986,"Ketchikan/Craig",234,5,"2029048"," 1933331 "," 0.95 "
"lingcod","",1986,"Ketchikan/Craig",130,3,"62069"," 56606 "," 0.91 "
"rockfish"," red",1986,"Ketchikan/Craig",140,5,"83889"," 67009 "," 0.80 "
"sablefish (blackcod)","",1986,"Ketchikan/Craig",710,3,"584938"," 1069680 "," 1.83 "
"salmon"," chinook",1986,"Ketchikan/Craig",410,15,"466168"," 1298278 "," 2.79 "
"salmon"," chum",1986,"Ketchikan/Craig",450,15,"4827875"," 5165920 "," 1.07 "
"salmon"," coho",1986,"Ketchikan/Craig",430,15,"4840331"," 9019398 "," 1.86 "
"salmon"," pink",1986,"Ketchikan/Craig",440,15,"46182479"," 55313045 "," 1.20 "
"salmon"," roe (unknown species)",1986,"Ketchikan/Craig",400,11,"1964119"," 4143532 "," 2.11 "
"salmon"," sockeye",1986,"Ketchikan/Craig",420,15,"1418006"," 4208945 "," 2.97 "
"shrimp"," general",1986,"Ketchikan/Craig",960,6,"110339"," 557091 "," 5.05 "
"trout"," steelhead",1986,"Ketchikan/Craig",540,3,"32661"," 60073 "," 1.84 "
"cod"," Pacific (gray)",1986,"Kodiak",110,9,"2897714"," 3510305 "," 1.21 "
"crab"," Dungeness",1986,"Kodiak",910,6,"612826"," 1414146 "," 2.31 "
"crab"," Tanner (general)",1986,"Kodiak",930,7,"5180629"," 20967920 "," 4.05 "
"crab"," king (general)",1986,"Kodiak",920,6,"903133"," 7229518 "," 8.00 "
"halibut"," Pacific",1986,"Kodiak",200,13,"16394785"," 31205709 "," 1.90 "
"herring"," bait",1986,"Kodiak",233,5,"161152"," 57390 "," 0.36 "
"herring"," with sac roe",1986,"Kodiak",234,4,"5611958"," 4965858 "," 0.88 "
"pollock"," walleye",1986,"Kodiak",270,6,"6575148"," 5203355 "," 0.79 "
"rockfish"," red",1986,"Kodiak",140,7,"27743"," 20971 "," 0.76 "
"sablefish (blackcod)","",1986,"Kodiak",710,11,"4366132"," 6586072 "," 1.51 "
"salmon"," chinook",1986,"Kodiak",410,11,"82935"," 165081 "," 1.99 "
"salmon"," chum",1986,"Kodiak",450,14,"6150353"," 5574364 "," 0.91 "
"salmon"," coho",1986,"Kodiak",430,15,"1115829"," 2030620 "," 1.82 "
"salmon"," pink",1986,"Kodiak",440,15,"25031641"," 27214327 "," 1.09 "
"salmon"," roe (unknown species)",1986,"Kodiak",400,11,"1980891"," 6288148 "," 3.17 "
"salmon"," sockeye",1986,"Kodiak",420,15,"19583486"," 51907756 "," 2.65 "
"scallop"," weathervane",1986,"Kodiak",850,6,"178894"," 970119 "," 5.42 "
"herring"," with sac roe",1986,"Kuskokwim",234,6,"3861520"," 2867976 "," 0.74 "
"herring"," with sac roe",1986,"Norton Sound",234,5,"6634570"," 4545930 "," 0.69 "
"crab"," Dungeness",1986,"Petersburg/Wrangell",910,8,"1048082"," 1851094 "," 1.77 "
"crab"," king (general)",1986,"Petersburg/Wrangell",920,3,"455641"," 3069082 "," 6.74 "
"halibut"," Pacific",1986,"Petersburg/Wrangell",200,12,"4457115"," 8570416 "," 1.92 "
"herring"," with sac roe",1986,"Petersburg/Wrangell",234,3,"2844303"," 3149618 "," 1.11 "
"lingcod","",1986,"Petersburg/Wrangell",130,3,"12256"," 8260 "," 0.67 "
"rockfish"," red",1986,"Petersburg/Wrangell",140,8,"19948"," 14963 "," 0.75 "
"sablefish (blackcod)","",1986,"Petersburg/Wrangell",710,4,"1196550"," 2144267 "," 1.79 "
"salmon"," chinook",1986,"Petersburg/Wrangell",410,10,"284093"," 766969 "," 2.70 "
"salmon"," chum",1986,"Petersburg/Wrangell",450,9,"7588986"," 8244339 "," 1.09 "
"salmon"," coho",1986,"Petersburg/Wrangell",430,11,"4171240"," 9672096 "," 2.32 "
"salmon"," pink",1986,"Petersburg/Wrangell",440,7,"29620313"," 37947249 "," 1.28 "
"salmon"," roe (unknown species)",1986,"Petersburg/Wrangell",400,6,"1628635"," 3757581 "," 2.31 "
"salmon"," sockeye",1986,"Petersburg/Wrangell",420,10,"2836817"," 8685574 "," 3.06 "
"shrimp"," general",1986,"Petersburg/Wrangell",960,14,"496144"," 1582168 "," 3.19 "
"trout"," steelhead",1986,"Petersburg/Wrangell",540,4,"38516"," 49523 "," 1.29 "
"halibut"," Pacific",1986,"Prince William Sound",200,14,"2370244"," 4414416 "," 1.86 "
"herring"," with sac roe",1986,"Prince William Sound",234,6,"6741464"," 5625766 "," 0.83 "
"rockfish"," red",1986,"Prince William Sound",140,9,"22304"," 20722 "," 0.93 "
"sablefish (blackcod)","",1986,"Prince William Sound",710,9,"1544772"," 2366484 "," 1.53 "
"salmon"," chinook",1986,"Prince William Sound",410,8,"715714"," 1938287 "," 2.71 "
"salmon"," chum",1986,"Prince William Sound",450,12,"4748376"," 5800112 "," 1.22 "
"salmon"," coho",1986,"Prince William Sound",430,10,"2595697"," 4914688 "," 1.89 "
"salmon"," pink",1986,"Prince William Sound",440,12,"12566138"," 15122625 "," 1.20 "
"salmon"," roe (unknown species)",1986,"Prince William Sound",400,6,"1216971"," 3937768 "," 3.24 "
"salmon"," sockeye",1986,"Prince William Sound",420,13,"5327139"," 15264939 "," 2.87 "
"shrimp"," general",1986,"Prince William Sound",960,18,"46630"," 245545 "," 5.27 "
"crab"," Dungeness",1986,"Sitka/Pelican",910,3,"499806"," 1030835 "," 2.06 "
"halibut"," Pacific",1986,"Sitka/Pelican",200,6,"4311136"," 7896108 "," 1.83 "
"herring"," with sac roe",1986,"Sitka/Pelican",234,7,"5951732"," 6930230 "," 1.16 "
"lingcod","",1986,"Sitka/Pelican",130,5,"94844"," 80170 "," 0.85 "
"rockfish"," red",1986,"Sitka/Pelican",140,5,"436843"," 373379 "," 0.85 "
"sablefish (blackcod)","",1986,"Sitka/Pelican",710,5,"5564460"," 8720350 "," 1.57 "
"salmon"," chinook",1986,"Sitka/Pelican",410,8,"2223377"," 6971877 "," 3.14 "
"salmon"," chum",1986,"Sitka/Pelican",450,8,"848033"," 933207 "," 1.10 "
"salmon"," coho",1986,"Sitka/Pelican",430,9,"8580346"," 18102759 "," 2.11 "
"salmon"," pink",1986,"Sitka/Pelican",440,7,"591753"," 478823 "," 0.81 "
"salmon"," roe (unknown species)",1986,"Sitka/Pelican",400,5,"145818"," 416267 "," 2.85 "
"salmon"," sockeye",1986,"Sitka/Pelican",420,6,"323434"," 900926 "," 2.79 "
"shrimp"," general",1986,"Sitka/Pelican",960,3,"3553"," 17153 "," 4.83 "
"salmon"," chinook",1986,"Yukon",410,10,"1137277"," 4414315 "," 3.88 "
"salmon"," chum",1986,"Yukon",450,7,"2392961"," 2809901 "," 1.17 "
"salmon"," coho",1986,"Yukon",430,5,"165780"," 361311 "," 2.18 "
"salmon"," roe (unknown species)",1986,"Yukon",400,8,"342516"," 1158906 "," 3.38 "
"crab"," Tanner, bairdi",1987,"Adak/West Aleutians",931,5,"44754"," 204352 "," 4.57 "
"crab"," golden (brown) king",1987,"Adak/West Aleutians",923,7,"3128834"," 19272935 "," 6.16 "
"crab"," hair",1987,"Adak/West Aleutians",940,3,"5954"," 13059 "," 2.19 "
"crab"," red king",1987,"Adak/West Aleutians",921,7,"289257"," 2320403 "," 8.02 "
"sablefish (blackcod)","",1987,"Adak/West Aleutians",710,7,"3116387"," 5328689 "," 1.71 "
"turbot"," Greenland",1987,"Adak/West Aleutians",134,4,"1497932"," 1263525 "," 0.84 "
"cod"," Pacific (gray)",1987,"Alaska Peninsula",110,4,"1118249"," 888018 "," 0.79 "
"crab"," red king",1987,"Alaska Peninsula",921,5,"1563551"," 12614511 "," 8.07 "
"halibut"," Pacific",1987,"Alaska Peninsula",200,5,"3032623"," 6264319 "," 2.07 "
"rockfish"," thornyhead (idiots)",1987,"Alaska Peninsula",143,3,"21779"," 48274 "," 2.22 "
"sablefish (blackcod)","",1987,"Alaska Peninsula",710,5,"3027986"," 4943915 "," 1.63 "
"salmon"," chinook",1987,"Alaska Peninsula",410,6,"282136"," 749389 "," 2.66 "
"salmon"," chum",1987,"Alaska Peninsula",450,7,"8842254"," 13458319 "," 1.52 "
"salmon"," coho",1987,"Alaska Peninsula",430,4,"1859517"," 4268377 "," 2.30 "
"salmon"," pink",1987,"Alaska Peninsula",440,5,"2764873"," 5036888 "," 1.82 "
"salmon"," roe (unknown species)",1987,"Alaska Peninsula",400,4,"1182568"," 4973161 "," 4.21 "
"salmon"," sockeye",1987,"Alaska Peninsula",420,6,"13644708"," 43161879 "," 3.16 "
"turbot"," Greenland",1987,"Alaska Peninsula",134,3,"9197"," 9293 "," 1.01 "
"cod"," Pacific (gray)",1987,"Bering Sea",110,5,"3091245"," 4918274 "," 1.59 "
"crab"," Tanner, snow (opilio)",1987,"Bering Sea",932,6,"17275019"," 42776846 "," 2.48 "
"crab"," blue king",1987,"Bering Sea",922,9,"383135"," 2730038 "," 7.13 "
"crab"," red king",1987,"Bering Sea",921,7,"1975691"," 15838836 "," 8.02 "
"pollock"," walleye",1987,"Bering Sea",270,3,"29424832"," 23619472 "," 0.80 "
"sablefish (blackcod)","",1987,"Bering Sea",710,4,"714223"," 1159392 "," 1.62 "
"turbot"," Greenland",1987,"Bering Sea",134,4,"201003"," 153921 "," 0.77 "
"crab"," red king",1987,"Bristol Bay",921,7,"366484"," 2829495 "," 7.72 "
"herring"," roe on kelp",1987,"Bristol Bay",231,4,"200190"," 573943 "," 2.87 "
"herring"," with sac roe",1987,"Bristol Bay",234,17,"30588648"," 27168189 "," 0.89 "
"salmon"," chinook",1987,"Bristol Bay",410,25,"921123"," 2816375 "," 3.06 "
"salmon"," chum",1987,"Bristol Bay",450,26,"5405042"," 6612533 "," 1.22 "
"salmon"," coho",1987,"Bristol Bay",430,9,"339773"," 602402 "," 1.77 "
"salmon"," roe (unknown species)",1987,"Bristol Bay",400,14,"1886373"," 8317903 "," 4.41 "
"salmon"," sockeye",1987,"Bristol Bay",420,28,"61625490"," 166343951 "," 2.70 "
"halibut"," Pacific",1987,"Chignik",200,3,"577119"," 1166897 "," 2.02 "
"salmon"," chinook",1987,"Chignik",410,3,"18332"," 49092 "," 2.68 "
"salmon"," coho",1987,"Chignik",430,3,"631354"," 1574597 "," 2.49 "
"salmon"," pink",1987,"Chignik",440,3,"612229"," 650567 "," 1.06 "
"salmon"," roe (unknown species)",1987,"Chignik",400,3,"357261"," 2055680 "," 5.75 "
"salmon"," sockeye",1987,"Chignik",420,3,"6812068"," 22053507 "," 3.24 "
"clam"," Pacific razor",1987,"Cook Inlet",830,4,"156951"," 569239 "," 3.63 "
"cod"," Pacific (gray)",1987,"Cook Inlet",110,17,"900212"," 948243 "," 1.05 "
"crab"," Dungeness",1987,"Cook Inlet",910,8,"557938"," 1539364 "," 2.76 "
"crab"," Tanner, bairdi",1987,"Cook Inlet",931,3,"1582520"," 7269274 "," 4.59 "
"halibut"," Pacific",1987,"Cook Inlet",200,24,"13467727"," 28445009 "," 2.11 "
"herring"," bait",1987,"Cook Inlet",233,6,"253786"," 105344 "," 0.42 "
"herring"," roe only",1987,"Cook Inlet",232,4,"397284"," 4063783 "," 10.23 "
"herring"," with sac roe",1987,"Cook Inlet",234,13,"12829099"," 13699332 "," 1.07 "
"lingcod","",1987,"Cook Inlet",130,4,"1804"," 4257 "," 2.36 "
"rockfish"," black",1987,"Cook Inlet",142,4,"49000"," 58820 "," 1.20 "
"rockfish"," red",1987,"Cook Inlet",140,6,"68894"," 109730 "," 1.59 "
"rockfish"," yelloweye (red snapper)",1987,"Cook Inlet",145,4,"19636"," 45981 "," 2.34 "
"sablefish (blackcod)","",1987,"Cook Inlet",710,12,"959175"," 1758442 "," 1.83 "
"salmon"," chinook",1987,"Cook Inlet",410,22,"1823944"," 6342944 "," 3.48 "
"salmon"," chum",1987,"Cook Inlet",450,21,"7875533"," 12850787 "," 1.63 "
"salmon"," coho",1987,"Cook Inlet",430,23,"3374447"," 8020239 "," 2.38 "
"salmon"," pink",1987,"Cook Inlet",440,20,"14253209"," 26890894 "," 1.89 "
"salmon"," roe (unknown species)",1987,"Cook Inlet",400,17,"3359924"," 12670272 "," 3.77 "
"salmon"," sockeye",1987,"Cook Inlet",420,23,"45743500"," 138469851 "," 3.03 "
"shark"," general",1987,"Cook Inlet",689,4,"1766"," 4675 "," 2.65 "
"shrimp"," general",1987,"Cook Inlet",960,4,"47769"," 323339 "," 6.77 "
"cod"," Pacific (gray)",1987,"Dutch Harbor",110,9,"6798658"," 6683610 "," 0.98 "
"crab"," Tanner, bairdi",1987,"Dutch Harbor",931,4,"78273"," 325584 "," 4.16 "
"crab"," Tanner, snow (opilio)",1987,"Dutch Harbor",932,8,"26990999"," 68968574 "," 2.56 "
"crab"," blue king",1987,"Dutch Harbor",922,6,"205091"," 1394278 "," 6.80 "
"crab"," golden (brown) king",1987,"Dutch Harbor",923,9,"2684022"," 15640625 "," 5.83 "
"crab"," red king",1987,"Dutch Harbor",921,8,"2156313"," 16988214 "," 7.88 "
"halibut"," Pacific",1987,"Dutch Harbor",200,4,"1926851"," 3835886 "," 1.99 "
"pollock"," walleye",1987,"Dutch Harbor",270,3,"101708450"," 74044500 "," 0.73 "
"rockfish"," red",1987,"Dutch Harbor",140,3,"3204"," 3504 "," 1.09 "
"rockfish"," thornyhead (idiots)",1987,"Dutch Harbor",143,4,"41759"," 63230 "," 1.51 "
"rockfish"," yelloweye (red snapper)",1987,"Dutch Harbor",145,3,"71963"," 79484 "," 1.10 "
"sablefish (blackcod)","",1987,"Dutch Harbor",710,8,"2830114"," 4290085 "," 1.52 "
"turbot"," Greenland",1987,"Dutch Harbor",134,5,"1676163"," 1285706 "," 0.77 "
"cod"," Pacific (gray)",1987,"EEZ",110,12,"11761077"," 17554778 "," 1.49 "
"crab"," Tanner, snow (opilio)",1987,"EEZ",932,3,"1258335"," 3394153 "," 2.70 "
"crab"," red king",1987,"EEZ",921,5,"1211737"," 9020178 "," 7.44 "
"flounder"," general",1987,"EEZ",120,5,"409914"," 504947 "," 1.23 "
"perch"," Pacific ocean",1987,"EEZ",141,4,"1465032"," 1998029 "," 1.36 "
"pollock"," walleye",1987,"EEZ",270,10,"27913689"," 28305339 "," 1.01 "
"rockfish"," red",1987,"EEZ",140,3,"49965"," 88152 "," 1.76 "
"rockfish"," rougheye",1987,"EEZ",151,6,"500646"," 772178 "," 1.54 "
